GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
dqetool,dqetool.sqlite3.oracle,SQLite3DQEOracle,1151,0,110,0,226,0,68,0,13,0
dqetool,dqetool.cockroachdb,CockroachDBSchema.CockroachDBTables,4,0,0,0,2,0,1,0,1,0
dqetool,dqetool.cockroachdb,CockroachDBProvider,575,0,72,0,133,0,48,0,8,0
dqetool,dqetool.cockroachdb,CockroachDBOptions.CockroachDBOracleFactory.new CockroachDBOptions.CockroachDBOracleFactory() {...},10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.cockroachdb,CockroachDBProvider.CockroachDBGlobalState,10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.cockroachdb,CockroachDBSchema,386,0,45,0,84,0,38,0,8,0
dqetool,dqetool.cockroachdb,CockroachDBCommon,61,0,6,0,9,0,5,0,2,0
dqetool,dqetool.cockroachdb,CockroachDBSchema.CockroachDBColumn,18,0,0,0,6,0,3,0,3,0
dqetool,dqetool.cockroachdb,CockroachDBOptions.CockroachDBOracleFactory,14,0,0,0,2,0,1,0,1,0
dqetool,dqetool.cockroachdb,CockroachDBSchema.CockroachDBDataType,171,0,0,0,5,0,3,0,3,0
dqetool,dqetool.cockroachdb,CockroachDBToStringVisitor,598,0,41,0,137,0,40,0,17,0
dqetool,dqetool.cockroachdb,CockroachDBVisitor,105,0,22,0,28,0,13,0,2,0
dqetool,dqetool.cockroachdb,CockroachDBSchema.CockroachDBTable,7,0,0,0,2,0,1,0,1,0
dqetool,dqetool.cockroachdb,CockroachDBProvider.Action,410,0,6,0,54,0,11,0,8,0
dqetool,dqetool.cockroachdb,CockroachDBErrors,904,0,28,0,242,0,22,0,8,0
dqetool,dqetool.cockroachdb,CockroachDBOptions,24,0,0,0,6,0,2,0,2,0
dqetool,dqetool.cockroachdb,CockroachDBBugs,29,0,0,0,14,0,1,0,1,0
dqetool,dqetool.cockroachdb,CockroachDBSchema.CockroachDBCompositeDataType,298,0,40,0,57,0,38,0,14,0
dqetool,dqetool.tidb.ast,TiDBOrderingTerm,23,0,2,0,8,0,6,0,5,0
dqetool,dqetool.tidb.ast,TiDBFunctionCall,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.tidb.ast,TiDBBinaryComparisonOperation.TiDBComparisonOperator,96,0,0,0,13,0,4,0,4,0
dqetool,dqetool.tidb.ast,TiDBUnaryPrefixOperation,7,0,0,0,3,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBRegexOperation,6,0,0,0,2,0,1,0,1,0
dqetool,dqetool.tidb.ast,TiDBTableReference,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBBinaryLogicalOperation.TiDBBinaryLogicalOperator,41,0,0,0,8,0,4,0,4,0
dqetool,dqetool.tidb.ast,TiDBAggregate,5,0,0,0,2,0,1,0,1,0
dqetool,dqetool.tidb.ast,TiDBText,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBJoin,180,0,10,0,40,0,20,0,13,0
dqetool,dqetool.tidb.ast,TiDBCastOperation,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.tidb.ast,TiDBConstant.TiDBBitConstant,14,0,0,0,5,0,3,0,3,0
dqetool,dqetool.tidb.ast,TiDBBinaryBitOperation,6,0,0,0,2,0,1,0,1,0
dqetool,dqetool.tidb.ast,TiDBFunctionCall.TiDBFunction,931,0,4,0,98,0,8,0,6,0
dqetool,dqetool.tidb.ast,TiDBSelect,10,0,0,0,4,0,3,0,3,0
dqetool,dqetool.tidb.ast,TiDBBinaryArithmeticOperation.TiDBBinaryArithmeticOperator,85,0,0,0,12,0,4,0,4,0
dqetool,dqetool.tidb.ast,TiDBUnaryPostfixOperation,7,0,0,0,3,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBBinaryBitOperation.TiDBBinaryBitOperator,74,0,0,0,11,0,4,0,4,0
dqetool,dqetool.tidb.ast,TiDBJoin.NaturalJoinType,38,0,0,0,3,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBRegexOperation.TiDBRegexOperator,63,0,0,0,10,0,4,0,4,0
dqetool,dqetool.tidb.ast,TiDBAggregate.TiDBAggregateFunction,96,0,0,0,7,0,4,0,4,0
dqetool,dqetool.tidb.ast,TiDBJoin.JoinType,58,0,0,0,3,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBCollate,19,0,0,0,5,0,3,0,3,0
dqetool,dqetool.tidb.ast,TiDBConstant.TiDBNullConstant,5,0,0,0,2,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBConstant.TiDBIntConstant,13,0,0,0,5,0,3,0,3,0
dqetool,dqetool.tidb.ast,TiDBConstant.TiDBTextConstant,19,0,0,0,5,0,3,0,3,0
dqetool,dqetool.tidb.ast,TiDBFunctionCall.TiDBFunction.new TiDBFunctionCall.TiDBFunction() {...},27,0,0,0,2,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBUnaryPostfixOperation.TiDBUnaryPostfixOperator,41,0,0,0,8,0,4,0,4,0
dqetool,dqetool.tidb.ast,TiDBColumnReference,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.tidb.ast,TiDBBinaryComparisonOperation,6,0,0,0,2,0,1,0,1,0
dqetool,dqetool.tidb.ast,TiDBBinaryLogicalOperation,6,0,0,0,2,0,1,0,1,0
dqetool,dqetool.tidb.ast,TiDBUnaryPrefixOperation.TiDBUnaryPrefixOperator,74,0,0,0,11,0,4,0,4,0
dqetool,dqetool.tidb.ast,TiDBConstant.TiDBDoubleConstant,27,0,4,0,9,0,5,0,3,0
dqetool,dqetool.tidb.ast,TiDBCase,36,0,2,0,12,0,6,0,5,0
dqetool,dqetool.tidb.ast,TiDBConstant.TiDBBooleanConstant,13,0,0,0,5,0,3,0,3,0
dqetool,dqetool.tidb.ast,TiDBConstant,24,0,0,0,5,0,5,0,5,0
dqetool,dqetool.tidb.ast,TiDBBinaryArithmeticOperation,6,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mysql.gen.admin,MySQLFlush,156,0,4,0,21,0,6,0,4,0
dqetool,dqetool.mysql.gen.admin,MySQLReset,33,0,0,0,4,0,1,0,1,0
dqetool,dqetool.tidb.oracle,TiDBDQEOracle,1400,0,160,0,259,0,93,0,13,0
dqetool,dqetool.cockroachdb.oracle,CockroachDBDQEOracle,1384,0,136,0,264,0,81,0,13,0
dqetool,dqetool.sqlite3,SQLite3ToStringVisitor,1184,0,97,0,284,0,85,0,32,0
dqetool,dqetool.sqlite3,SQLite3Visitor,368,0,70,0,91,0,45,0,10,0
dqetool,dqetool.sqlite3,SQLite3Options.SQLite3OracleFactory,14,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3,SQLite3Provider.Action,294,0,0,0,33,0,5,0,5,0
dqetool,dqetool.sqlite3,SQLite3Errors,325,0,0,0,84,0,7,0,7,0
dqetool,dqetool.sqlite3,SQLite3ExpectedValueVisitor,534,0,34,0,140,0,53,0,36,0
dqetool,dqetool.sqlite3,SQLite3Provider,591,0,61,0,135,0,51,0,15,0
dqetool,dqetool.sqlite3,SQLite3CollateHelper,18,0,8,0,3,0,5,0,1,0
dqetool,dqetool.sqlite3,SQLite3GlobalState,6,0,0,0,2,0,2,0,2,0
dqetool,dqetool.sqlite3,SQLite3SpecialStringGenerator.Options,54,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3,SQLite3Provider.Action.new SQLite3Provider.Action() {...},8,0,0,0,2,0,2,0,2,0
dqetool,dqetool.sqlite3,SQLite3Provider.Action.new SQLite3Provider.Action() {...},8,0,0,0,2,0,2,0,2,0
dqetool,dqetool.sqlite3,SQLite3Provider.Action.new SQLite3Provider.Action() {...},8,0,0,0,2,0,2,0,2,0
dqetool,dqetool.sqlite3,SQLite3SpecialStringGenerator,209,0,10,0,17,0,8,0,1,0
dqetool,dqetool.sqlite3,SQLite3Options,66,0,0,0,20,0,2,0,2,0
dqetool,dqetool.sqlite3,SQLite3Provider.TableType,34,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3,SQLite3Options.SQLite3OracleFactory.new SQLite3Options.SQLite3OracleFactory() {...},10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.mariadb.ast,MariaDBVisitor,100,0,20,0,27,0,13,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBAggregate.MariaDBAggregateFunction,14,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mariadb.ast,MariaDBSelectStatement.MariaDBSelectType,14,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mariadb.ast,MariaDBConstant,22,0,0,0,5,0,5,0,5,0
dqetool,dqetool.mariadb.ast,MariaDBInOperation,21,0,0,0,8,0,4,0,4,0
dqetool,dqetool.mariadb.ast,MariaDBConstant.MariaDBDoubleConstant,13,0,0,0,5,0,3,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBSelectStatement,56,0,0,0,20,0,11,0,11,0
dqetool,dqetool.mariadb.ast,MariaDBAggregate,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBFunctionName,160,0,2,0,17,0,9,0,8,0
dqetool,dqetool.mariadb.ast,MariaDBExpression,3,0,0,0,1,0,1,0,1,0
dqetool,dqetool.mariadb.ast,MariaDBBinaryOperator,21,0,0,0,8,0,4,0,4,0
dqetool,dqetool.mariadb.ast,MariaDBConstant.MariaDBTextConstant,19,0,0,0,5,0,3,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBFunctionName.FunctionAttribute,14,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mariadb.ast,MariaDBFunction,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBColumnName,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.mariadb.ast,MariaDBUnaryPrefixOperation,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBText,21,0,0,0,8,0,4,0,4,0
dqetool,dqetool.mariadb.ast,MariaDBConstant.MariaDBIntConstant,13,0,0,0,5,0,3,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBConstant.MariaDBNullConstant,5,0,0,0,2,0,2,0,2,0
dqetool,dqetool.mariadb.ast,MariaDBUnaryPrefixOperation.MariaDBUnaryPrefixOperator,38,0,0,0,6,0,3,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBBinaryOperator.MariaDBBinaryComparisonOperator,184,0,0,0,13,0,4,0,4,0
dqetool,dqetool.mariadb.ast,MariaDBPostfixUnaryOperation,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.mariadb.ast,MariaDBStringVisitor,354,0,24,0,78,0,26,0,14,0
dqetool,dqetool.mariadb.ast,MariaDBPostfixUnaryOperation.MariaDBPostfixUnaryOperator,63,0,0,0,7,0,4,0,4,0
dqetool,dqetool.mariadb.ast,MariaDBConstant.MariaDBBooleanConstant,13,0,0,0,5,0,3,0,3,0
dqetool,dqetool.mariadb.gen,MariaDBTruncateGenerator,24,0,0,0,5,0,1,0,1,0
dqetool,dqetool.mariadb.gen,MariaDBSetGenerator,121,0,9,0,27,0,8,0,3,0
dqetool,dqetool.mariadb.gen,MariaDBInsertGenerator,75,0,6,0,17,0,4,0,1,0
dqetool,dqetool.mariadb.gen,MariaDBIndexGenerator,137,0,10,0,27,0,6,0,1,0
dqetool,dqetool.mariadb.gen,MariaDBTableGenerator.PrimaryKeyState,34,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mariadb.gen,MariaDBExpressionGenerator,250,0,33,0,54,0,32,0,11,0
dqetool,dqetool.mariadb.gen,MariaDBTableAdminCommandGenerator,254,0,28,0,39,0,27,0,13,0
dqetool,dqetool.mariadb.gen,MariaDBCommon,14,0,4,0,5,0,3,0,1,0
dqetool,dqetool.mariadb.gen,MariaDBUpdateGenerator,82,0,10,0,20,0,6,0,1,0
dqetool,dqetool.mariadb.gen,MariaDBSetGenerator.Action,1115,0,6,0,78,0,39,0,36,0
dqetool,dqetool.mariadb.gen,MariaDBTableGenerator,376,0,43,0,80,0,30,0,7,0
dqetool,dqetool.mariadb.gen,MariaDBSetGenerator.Scope,24,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mariadb.gen,MariaDBExpressionGenerator.ExpressionType,74,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mysql.gen,MySQLExpressionGenerator,440,0,58,0,90,0,46,0,10,0
dqetool,dqetool.mysql.gen,MySQLInsertGenerator,266,0,18,0,51,0,15,0,6,0
dqetool,dqetool.mysql.gen,MySQLTableGenerator.TableOptions,162,0,4,0,11,0,4,0,2,0
dqetool,dqetool.mysql.gen,MySQLExpressionGenerator.ConstantType,59,0,0,0,3,0,2,0,2,0
dqetool,dqetool.mysql.gen,MySQLTruncateTableGenerator,27,0,0,0,3,0,1,0,1,0
dqetool,dqetool.mysql.gen,MySQLAlterTable.Action,234,0,0,0,22,0,2,0,2,0
dqetool,dqetool.mysql.gen,MySQLDropIndex,119,0,6,0,18,0,4,0,1,0
dqetool,dqetool.mysql.gen,MySQLSetGenerator.Action,1614,0,6,0,93,0,56,0,53,0
dqetool,dqetool.mysql.gen,MySQLTableGenerator.ColumnOptions,64,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mysql.gen,MySQLAlterTable,570,0,39,0,87,0,31,0,5,0
dqetool,dqetool.mysql.gen,MySQLExpressionGenerator.Actions,124,0,0,0,3,0,1,0,1,0
dqetool,dqetool.mysql.gen,MySQLSetGenerator,116,0,9,0,26,0,8,0,3,0
dqetool,dqetool.mysql.gen,MySQLTableGenerator.PartitionOptions,24,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mysql.gen,MySQLTableGenerator,1075,0,105,0,210,0,74,0,10,0
dqetool,dqetool.mysql.gen,MySQLSetGenerator.Scope,24,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mysql.gen,MySQLDeleteGenerator,126,0,8,0,26,0,7,0,3,0
dqetool,dqetool.tidb.gen,TiDBInsertGenerator,236,0,24,0,50,0,19,0,7,0
dqetool,dqetool.tidb.gen,TiDBSetGenerator.Action,591,0,0,0,37,0,28,0,28,0
dqetool,dqetool.tidb.gen,TiDBDeleteGenerator,146,0,14,0,32,0,10,0,3,0
dqetool,dqetool.tidb.gen,TiDBDropTableGenerator,56,0,8,0,7,0,7,0,3,0
dqetool,dqetool.tidb.gen,TiDBHintGenerator.IndexHint,204,0,0,0,21,0,1,0,1,0
dqetool,dqetool.tidb.gen,TiDBRandomQuerySynthesizer,103,0,12,0,24,0,9,0,3,0
dqetool,dqetool.tidb.gen,TiDBAlterTableGenerator.Action,74,0,0,0,2,0,1,0,1,0
dqetool,dqetool.tidb.gen,TiDBDropViewGenerator,47,0,4,0,7,0,5,0,3,0
dqetool,dqetool.tidb.gen,TiDBIndexGenerator,178,0,16,0,34,0,10,0,2,0
dqetool,dqetool.tidb.gen,TiDBViewGenerator,136,0,12,0,28,0,7,0,1,0
dqetool,dqetool.tidb.gen,TiDBAnalyzeTableGenerator,89,0,14,0,17,0,9,0,2,0
dqetool,dqetool.tidb.gen,TiDBAlterTableGenerator,338,0,18,0,75,0,16,0,4,0
dqetool,dqetool.tidb.gen,TiDBSetGenerator,35,0,0,0,7,0,1,0,1,0
dqetool,dqetool.tidb.gen,TiDBUpdateGenerator,114,0,6,0,23,0,8,0,5,0
dqetool,dqetool.tidb.gen,TiDBHintGenerator,322,0,29,0,90,0,34,0,10,0
dqetool,dqetool.tidb.gen,TiDBTableGenerator,502,0,68,0,104,0,43,0,9,0
dqetool,dqetool.mysql,MySQLSchema.MySQLDataType,88,0,5,0,9,0,6,0,3,0
dqetool,dqetool.mysql,MySQLExpectedValueVisitor,238,0,10,0,67,0,25,0,20,0
dqetool,dqetool.mysql,MySQLSchema.MySQLColumn,18,0,0,0,6,0,3,0,3,0
dqetool,dqetool.mysql,MySQLSchema,227,0,16,0,52,0,16,0,6,0
dqetool,dqetool.mysql,MySQLGlobalState,25,0,2,0,3,0,5,0,4,0
dqetool,dqetool.mysql,MySQLSchema.MySQLTable.MySQLEngine,114,0,0,0,7,0,4,0,4,0
dqetool,dqetool.mysql,MySQLOptions.MySQLOracleFactory.new MySQLOptions.MySQLOracleFactory() {...},12,0,0,0,3,0,3,0,3,0
dqetool,dqetool.mysql,MySQLOptions.MySQLOracleFactory.new MySQLOptions.MySQLOracleFactory() {...},10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.mysql,MySQLOptions.MySQLOracleFactory.new MySQLOptions.MySQLOracleFactory() {...},10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.mysql,MySQLVisitor,154,0,32,0,41,0,19,0,3,0
dqetool,dqetool.mysql,MySQLErrors,9,0,0,0,3,0,1,0,1,0
dqetool,dqetool.mysql,MySQLOptions,15,0,0,0,3,0,2,0,2,0
dqetool,dqetool.mysql,MySQLProvider.Action,227,0,0,0,25,0,6,0,6,0
dqetool,dqetool.mysql,MySQLBugs,11,0,0,0,5,0,1,0,1,0
dqetool,dqetool.mysql,MySQLSchema.MySQLTables,153,0,13,0,29,0,11,0,4,0
dqetool,dqetool.mysql,MySQLSchema.MySQLRowValue,5,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mysql,MySQLProvider,284,0,30,0,71,0,28,0,6,0
dqetool,dqetool.mysql,MySQLSchema.MySQLIndex,19,0,2,0,6,0,4,0,3,0
dqetool,dqetool.mysql,MySQLToStringVisitor,723,0,58,0,160,0,50,0,19,0
dqetool,dqetool.mysql,MySQLSchema.MySQLTable,22,0,0,0,5,0,4,0,4,0
dqetool,dqetool.mysql,MySQLSchema.MySQLColumn.CollateSequence,38,0,0,0,3,0,2,0,2,0
dqetool,dqetool.mysql,MySQLOptions.MySQLOracleFactory,34,0,0,0,4,0,1,0,1,0
dqetool,dqetool,Main.QueryManager,61,0,4,0,17,0,8,0,6,0
dqetool,dqetool,StatementExecutor,177,0,26,0,43,0,16,0,3,0
dqetool,dqetool,MainOptions,233,0,10,0,74,0,45,0,40,0
dqetool,dqetool,LikeImplementationHelper,126,0,27,0,25,0,16,0,2,0
dqetool,dqetool,GlobalState,197,0,16,0,62,0,32,0,24,0
dqetool,dqetool,ProviderAdapter,489,0,48,0,126,0,42,0,18,0
dqetool,dqetool,AbstractAction,2,0,0,0,1,0,1,0,1,0
dqetool,dqetool,SQLProviderAdapter,68,0,4,0,15,0,6,0,4,0
dqetool,dqetool,Main.DBMSExecutorFactory,62,0,0,0,14,0,5,0,5,0
dqetool,dqetool,ExecutionTimer,22,0,0,0,7,0,4,0,4,0
dqetool,dqetool,Randomly.StringGenerationStrategy.new Randomly.StringGenerationStrategy() {...},9,0,0,0,2,0,2,0,2,0
dqetool,dqetool,Randomly.StringGenerationStrategy.new Randomly.StringGenerationStrategy() {...},250,0,28,0,42,0,17,0,3,0
dqetool,dqetool,StateToReproduce,96,0,6,0,27,0,15,0,12,0
dqetool,dqetool,SQLGlobalState,32,0,8,0,9,0,6,0,2,0
dqetool,dqetool,Randomly.StringGenerationStrategy.new Randomly.StringGenerationStrategy() {...},9,0,0,0,2,0,2,0,2,0
dqetool,dqetool,Randomly.StringGenerationStrategy.new Randomly.StringGenerationStrategy() {...},9,0,0,0,2,0,2,0,2,0
dqetool,dqetool,Main.StateLogger,404,0,36,0,98,0,33,0,15,0
dqetool,dqetool,Randomly.StringGenerationStrategy,84,0,4,0,16,0,6,0,4,0
dqetool,dqetool,SQLConnection,26,0,0,0,9,0,5,0,5,0
dqetool,dqetool,StatementReducer,161,0,14,0,38,0,12,0,5,0
dqetool,dqetool,Main,272,0,26,0,68,0,18,0,5,0
dqetool,dqetool,Main.new Runnable() {...},64,0,2,0,13,0,4,0,3,0
dqetool,dqetool,Main.new Runnable() {...},118,0,0,0,22,0,2,0,2,0
dqetool,dqetool,Main.new Runnable() {...},138,0,12,0,33,0,10,0,4,0
dqetool,dqetool,OracleFactory,2,0,0,0,1,0,1,0,1,0
dqetool,dqetool,Main.DBMSExecutor,325,0,16,0,71,0,16,0,8,0
dqetool,dqetool,ComparatorHelper,425,0,30,0,88,0,22,0,7,0
dqetool,dqetool,StateToReproduce.OracleRunReproductionState,40,0,2,0,11,0,5,0,4,0
dqetool,dqetool,IgnoreMeException,3,0,0,0,1,0,1,0,1,0
dqetool,dqetool,Main.StateLogger.AlsoWriteToConsoleFileWriter,18,0,0,0,7,0,3,0,3,0
dqetool,dqetool,Randomly,889,0,122,0,173,0,110,0,49,0
dqetool,dqetool.mysql.gen.tblmaintenance,MySQLAnalyzeTable,180,0,8,0,37,0,13,0,9,0
dqetool,dqetool.mysql.gen.tblmaintenance,MySQLOptimize,76,0,2,0,12,0,5,0,4,0
dqetool,dqetool.mysql.gen.tblmaintenance,MySQLRepair,119,0,12,0,22,0,10,0,4,0
dqetool,dqetool.mysql.gen.tblmaintenance,MySQLCheckTable,91,0,0,0,11,0,4,0,4,0
dqetool,dqetool.mysql.gen.tblmaintenance,MySQLChecksum,71,0,2,0,11,0,5,0,4,0
dqetool,dqetool.common.schema,AbstractTableColumn,140,0,14,0,26,0,17,0,10,0
dqetool,dqetool.common.schema,AbstractSchema,315,0,30,0,54,0,41,0,26,0
dqetool,dqetool.common.schema,AbstractRowValue,197,0,16,0,42,0,17,0,9,0
dqetool,dqetool.common.schema,TableIndex,17,0,0,0,6,0,4,0,4,0
dqetool,dqetool.common.schema,AbstractTables,57,0,2,0,10,0,7,0,6,0
dqetool,dqetool.common.schema,AbstractTable,149,0,8,0,32,0,21,0,17,0
dqetool,dqetool.common.schema,AbstractRelationalTable,54,0,4,0,13,0,4,0,2,0
dqetool,dqetool.common.ast,BinaryNode,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.common.ast,UnaryNode,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.common.ast,BinaryOperatorNode,15,0,0,0,5,0,3,0,3,0
dqetool,dqetool.common.ast,TernaryNode,21,0,0,0,8,0,4,0,4,0
dqetool,dqetool.common.ast,SelectBase,133,0,18,0,45,0,29,0,20,0
dqetool,dqetool.common.ast,FunctionNode,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.common.ast,UnaryOperatorNode,11,0,0,0,4,0,2,0,2,0
dqetool,dqetool.common.ast.newast,NewBetweenOperatorNode,27,0,0,0,10,0,5,0,5,0
dqetool,dqetool.common.ast.newast,NewOrderingTerm,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.common.ast.newast,NewUnaryPrefixOperatorNode,16,0,0,0,6,0,3,0,3,0
dqetool,dqetool.common.ast.newast,NewAliasNode,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.common.ast.newast,NewCaseOperatorNode,36,0,2,0,12,0,6,0,5,0
dqetool,dqetool.common.ast.newast,NewPostfixTextNode,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.common.ast.newast,ColumnReferenceNode,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.common.ast.newast,NewInOperatorNode,21,0,0,0,8,0,4,0,4,0
dqetool,dqetool.common.ast.newast,NewOrderingTerm.Ordering,28,0,0,0,3,0,2,0,2,0
dqetool,dqetool.common.ast.newast,NewToStringVisitor,512,0,40,0,120,0,37,0,17,0
dqetool,dqetool.common.ast.newast,TableReferenceNode,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.common.ast.newast,NewUnaryPostfixOperatorNode,16,0,0,0,6,0,3,0,3,0
dqetool,dqetool.common.ast.newast,NewFunctionNode,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.common.ast.newast,NewBinaryOperatorNode,22,0,0,0,8,0,4,0,4,0
dqetool,dqetool.common.ast.newast,NewTernaryNode,33,0,0,0,12,0,6,0,6,0
dqetool,dqetool.sqlite3.gen,SQLite3VirtualFTSTableCommandGenerator,405,0,20,0,54,0,17,0,4,0
dqetool,dqetool.sqlite3.gen,SQLite3AnalyzeGenerator,74,0,7,0,14,0,6,0,1,0
dqetool,dqetool.sqlite3.gen,SQLite3ExpressionGenerator.RowValueComparison,34,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3.gen,SQLite3ColumnBuilder.Constraints,54,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3.gen,SQLite3ExpressionGenerator.AnyFunction.new SQLite3ExpressionGenerator.AnyFunction() {...},22,0,0,0,4,0,2,0,2,0
dqetool,dqetool.sqlite3.gen,SQLite3AnalyzeGenerator.AnalyzeTarget,44,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3.gen,SQLite3ExpressionGenerator,1157,0,118,0,243,0,111,0,42,0
dqetool,dqetool.sqlite3.gen,SQLite3ExpressionGenerator.AnyFunction,999,0,8,0,78,0,15,0,11,0
dqetool,dqetool.sqlite3.gen,SQLite3ExplainGenerator,52,0,4,0,13,0,4,0,2,0
dqetool,dqetool.sqlite3.gen,SQLite3ReindexGenerator,99,0,10,0,18,0,8,0,2,0
